product_id,title,price,marketplace,storefront_url,competitor_url
6a822de15d1f9b7f071f2cfa,Premium Easy Spin Magical Mop Set,1999,CITY MART,https://www.sadiq.ai/product-details/premium-easy-spin-magical-mop-set-360-rotati/6a822de15d1f9b7f071f2cf7-6a822de15d1f9b7f071f2cfa,https://www.daraz.pk/products/spin-mop-easy-spin-magic-mop-set-steel-strainer-360-degree-microfiber-mop-head-home-clean-tools-microfiber-i1961345621-s14030822525.html
